name,description,price,category,stock
"Auriculares Lite","Producto de alta calidad para uso profesional",754.06,Audio,83
"SSD Office","Producto de alta calidad para uso profesional",848.79,Audio,228
"SSD Gaming","Producto de alta calidad para uso profesional",413.85,Perifericos,9
"Auriculares Pro","Producto de alta calidad para uso profesional",777.35,Perifericos,66
"SSD Elite","Producto de alta calidad para uso profesional",274.64,Perifericos,368
"Mouse Lite","Producto de alta calidad para uso profesional",1909.49,Redes,483
"Monitor Gaming","Producto de alta calidad para uso profesional",504.95,Almacenamiento,395
"Auriculares Lite","Producto de alta calidad para uso profesional",763.40,Almacenamiento,141
"Monitor Ultra","Producto de alta calidad para uso profesional",1025.50,Audio,257
"Auriculares Premium","Producto de alta calidad para uso profesional",736.89,Redes,282
"Router Smart","Producto de alta calidad para uso profesional",53.76,Almacenamiento,131
"Tablet Pro","Producto de alta calidad para uso profesional",1232.12,Almacenamiento,115
"Impresora Plus","Producto de alta calidad para uso profesional",1161.22,Computadoras,316
"Impresora Plus","Producto de alta calidad para uso profesional",1121.90,Perifericos,340
"Laptop Ultra","Producto de alta calidad para uso profesional",543.88,Perifericos,103
"Laptop Gaming","Producto de alta calidad para uso profesional",479.34,Computadoras,480
"Webcam Lite","Producto de alta calidad para uso profesional",148.77,Perifericos,49
"Mouse Plus","Producto de alta calidad para uso profesional",169.95,Computadoras,298
"Impresora Premium","Producto de alta calidad para uso profesional",790.91,Audio,325
"Tablet Pro","Producto de alta calidad para uso profesional",377.78,Audio,142
"Mouse Gaming","Producto de alta calidad para uso profesional",757.60,Audio,448
"Tablet Elite","Producto de alta calidad para uso profesional",537.77,Redes,410
"Router Max","Producto de alta calidad para uso profesional",1490.80,Perifericos,142
"Mouse Ultra","Producto de alta calidad para uso profesional",544.21,Redes,268
"Teclado Smart","Producto de alta calidad para uso profesional",1924.64,Redes,140
"Monitor Office","Producto de alta calidad para uso profesional",870.69,Audio,7
"Auriculares Pro","Producto de alta calidad para uso profesional",1908.96,Almacenamiento,380
"Tablet Premium","Producto de alta calidad para uso profesional",589.97,Almacenamiento,327
"Webcam Ultra","Producto de alta calidad para uso profesional",880.00,Audio,260
"Webcam Smart","Producto de alta calidad para uso profesional",1780.47,Redes,101
"Webcam Lite","Producto de alta calidad para uso profesional",1826.24,Almacenamiento,138
"Router Elite","Producto de alta calidad para uso profesional",1100.90,Almacenamiento,95
"Impresora Premium","Producto de alta calidad para uso profesional",238.38,Almacenamiento,340
"Tablet Lite","Producto de alta calidad para uso profesional",590.00,Perifericos,260
"Tablet Lite","Producto de alta calidad para uso profesional",1012.07,Perifericos,40
"Mouse Elite","Producto de alta calidad para uso profesional",617.09,Computadoras,337
"Mouse Office","Producto de alta calidad para uso profesional",1226.47,Almacenamiento,279
"Impresora Office","Producto de alta calidad para uso profesional",62.33,Audio,56
"Auriculares Gaming","Producto de alta calidad para uso profesional",669.65,Computadoras,137
"Webcam Elite","Producto de alta calidad para uso profesional",157.53,Perifericos,346
"Webcam Lite","Producto de alta calidad para uso profesional",1609.26,Computadoras,293
"Monitor Premium","Producto de alta calidad para uso profesional",1545.69,Audio,217
"Webcam Lite","Producto de alta calidad para uso profesional",775.19,Perifericos,162
"Auriculares Lite","Producto de alta calidad para uso profesional",997.13,Almacenamiento,287
"Laptop Ultra","Producto de alta calidad para uso profesional",726.37,Perifericos,462
"Mouse Premium","Producto de alta calidad para uso profesional",355.60,Redes,99
"Teclado Pro","Producto de alta calidad para uso profesional",1771.17,Redes,402
"Mouse Smart","Producto de alta calidad para uso profesional",1025.98,Perifericos,402
"SSD Max","Producto de alta calidad para uso profesional",75.44,Redes,191
"Monitor Pro","Producto de alta calidad para uso profesional",1527.54,Redes,434
"SSD Elite","Producto de alta calidad para uso profesional",963.78,Computadoras,400
"Router Lite","Producto de alta calidad para uso profesional",402.11,Perifericos,206
"Router Lite","Producto de alta calidad para uso profesional",1950.80,Almacenamiento,138
"Router Ultra","Producto de alta calidad para uso profesional",1440.80,Computadoras,429
"SSD Office","Producto de alta calidad para uso profesional",825.57,Computadoras,74
"Impresora Premium","Producto de alta calidad para uso profesional",438.60,Almacenamiento,146
"Tablet Premium","Producto de alta calidad para uso profesional",1014.74,Redes,82
"Impresora Max","Producto de alta calidad para uso profesional",1895.22,Computadoras,5
"Auriculares Premium","Producto de alta calidad para uso profesional",807.95,Almacenamiento,475
"Auriculares Smart","Producto de alta calidad para uso profesional",345.87,Computadoras,197
"Monitor Office","Producto de alta calidad para uso profesional",13.14,Perifericos,301
"Teclado Premium","Producto de alta calidad para uso profesional",217.52,Computadoras,449
"Router Max","Producto de alta calidad para uso profesional",1342.09,Audio,300
"Webcam Elite","Producto de alta calidad para uso profesional",897.87,Almacenamiento,345
"Webcam Lite","Producto de alta calidad para uso profesional",1949.16,Audio,215
"Laptop Plus","Producto de alta calidad para uso profesional",1522.81,Audio,374
"SSD Gaming","Producto de alta calidad para uso profesional",1493.27,Redes,137
"Tablet Office","Producto de alta calidad para uso profesional",368.50,Audio,355
"Teclado Ultra","Producto de alta calidad para uso profesional",1566.55,Audio,301
"Tablet Lite","Producto de alta calidad para uso profesional",1500.63,Audio,60
"Teclado Smart","Producto de alta calidad para uso profesional",1321.22,Audio,303
"SSD Elite","Producto de alta calidad para uso profesional",1760.93,Computadoras,195
"Webcam Premium","Producto de alta calidad para uso profesional",68.93,Audio,193
"Monitor Premium","Producto de alta calidad para uso profesional",1961.53,Audio,26
"Auriculares Lite","Producto de alta calidad para uso profesional",1018.15,Almacenamiento,121
"Tablet Gaming","Producto de alta calidad para uso profesional",138.32,Redes,175
"SSD Office","Producto de alta calidad para uso profesional",602.69,Computadoras,314
"Auriculares Plus","Producto de alta calidad para uso profesional",1111.83,Perifericos,60
"Webcam Ultra","Producto de alta calidad para uso profesional",947.09,Computadoras,354
"Impresora Gaming","Producto de alta calidad para uso profesional",1668.54,Perifericos,160
"Router Premium","Producto de alta calidad para uso profesional",1188.79,Almacenamiento,484
"Monitor Lite","Producto de alta calidad para uso profesional",1829.64,Almacenamiento,342
"Router Lite","Producto de alta calidad para uso profesional",35.29,Redes,425
"Laptop Pro","Producto de alta calidad para uso profesional",1529.73,Redes,18
"Teclado Ultra","Producto de alta calidad para uso profesional",1433.29,Computadoras,323
"Auriculares Ultra","Producto de alta calidad para uso profesional",124.37,Redes,137
"Auriculares Plus","Producto de alta calidad para uso profesional",411.62,Perifericos,326
"Auriculares Smart","Producto de alta calidad para uso profesional",1645.71,Redes,411
"Auriculares Max","Producto de alta calidad para uso profesional",1367.22,Redes,362
"SSD Smart","Producto de alta calidad para uso profesional",725.80,Audio,476
"Teclado Lite","Producto de alta calidad para uso profesional",1971.95,Almacenamiento,138
"Webcam Max","Producto de alta calidad para uso profesional",252.61,Perifericos,58
"Impresora Office","Producto de alta calidad para uso profesional",634.02,Redes,429
"Monitor Smart","Producto de alta calidad para uso profesional",1156.11,Audio,319
"SSD Smart","Producto de alta calidad para uso profesional",1264.04,Redes,298
"Webcam Elite","Producto de alta calidad para uso profesional",688.31,Audio,399
"Impresora Premium","Producto de alta calidad para uso profesional",476.62,Redes,234
"Monitor Office","Producto de alta calidad para uso profesional",1619.98,Almacenamiento,34
"Mouse Premium","Producto de alta calidad para uso profesional",1171.48,Almacenamiento,81
"Monitor Premium","Producto de alta calidad para uso profesional",886.79,Audio,80
"Auriculares Ultra","Producto de alta calidad para uso profesional",1417.26,Almacenamiento,129
"Teclado Plus","Producto de alta calidad para uso profesional",1783.63,Audio,405
"Teclado Elite","Producto de alta calidad para uso profesional",1296.91,Redes,113
"Tablet Gaming","Producto de alta calidad para uso profesional",28.00,Redes,352
"Impresora Pro","Producto de alta calidad para uso profesional",49.74,Audio,286
"Laptop Gaming","Producto de alta calidad para uso profesional",1173.29,Computadoras,456
"Router Smart","Producto de alta calidad para uso profesional",1056.00,Redes,437
"Tablet Elite","Producto de alta calidad para uso profesional",122.23,Redes,179
"Monitor Lite","Producto de alta calidad para uso profesional",1068.12,Computadoras,193
"Webcam Ultra","Producto de alta calidad para uso profesional",647.54,Almacenamiento,11
"Tablet Lite","Producto de alta calidad para uso profesional",1337.29,Audio,347
"Impresora Max","Producto de alta calidad para uso profesional",924.83,Audio,202
"Teclado Premium","Producto de alta calidad para uso profesional",1905.70,Almacenamiento,344
"Webcam Ultra","Producto de alta calidad para uso profesional",1715.74,Perifericos,453
"Auriculares Smart","Producto de alta calidad para uso profesional",1327.59,Redes,438
"Monitor Max","Producto de alta calidad para uso profesional",913.38,Computadoras,105
"Impresora Lite","Producto de alta calidad para uso profesional",35.40,Computadoras,403
"Webcam Elite","Producto de alta calidad para uso profesional",476.77,Almacenamiento,63
"Impresora Max","Producto de alta calidad para uso profesional",1019.17,Computadoras,459
"Mouse Elite","Producto de alta calidad para uso profesional",1234.74,Audio,463
"Tablet Smart","Producto de alta calidad para uso profesional",675.75,Redes,9
"Laptop Elite","Producto de alta calidad para uso profesional",1498.30,Audio,41
"Impresora Office","Producto de alta calidad para uso profesional",1182.87,Audio,235
"Monitor Ultra","Producto de alta calidad para uso profesional",1353.42,Redes,376
"Webcam Plus","Producto de alta calidad para uso profesional",176.83,Computadoras,299
"Auriculares Pro","Producto de alta calidad para uso profesional",716.89,Almacenamiento,299
"SSD Elite","Producto de alta calidad para uso profesional",910.82,Almacenamiento,289
"Router Smart","Producto de alta calidad para uso profesional",476.43,Redes,68
"Auriculares Ultra","Producto de alta calidad para uso profesional",1657.12,Almacenamiento,214
"Auriculares Gaming","Producto de alta calidad para uso profesional",1923.24,Redes,211
"Webcam Lite","Producto de alta calidad para uso profesional",343.43,Redes,71
"Impresora Smart","Producto de alta calidad para uso profesional",81.78,Audio,77
"SSD Gaming","Producto de alta calidad para uso profesional",1945.23,Computadoras,364
"Monitor Pro","Producto de alta calidad para uso profesional",805.33,Computadoras,160
"Auriculares Ultra","Producto de alta calidad para uso profesional",1008.19,Almacenamiento,417
"Tablet Max","Producto de alta calidad para uso profesional",1729.68,Perifericos,308
"Tablet Gaming","Producto de alta calidad para uso profesional",400.16,Audio,387
"Webcam Pro","Producto de alta calidad para uso profesional",1304.21,Computadoras,172
"Webcam Elite","Producto de alta calidad para uso profesional",101.80,Redes,86
"SSD Gaming","Producto de alta calidad para uso profesional",835.68,Redes,86
"Auriculares Premium","Producto de alta calidad para uso profesional",850.01,Perifericos,451
"Router Smart","Producto de alta calidad para uso profesional",1803.59,Computadoras,199
"Tablet Office","Producto de alta calidad para uso profesional",32.96,Computadoras,297
"Router Plus","Producto de alta calidad para uso profesional",1184.78,Audio,83
"Auriculares Elite","Producto de alta calidad para uso profesional",232.00,Perifericos,270
"SSD Plus","Producto de alta calidad para uso profesional",924.98,Computadoras,101
"Webcam Gaming","Producto de alta calidad para uso profesional",1110.64,Perifericos,244
"Monitor Smart","Producto de alta calidad para uso profesional",1244.17,Audio,8
"Auriculares Lite","Producto de alta calidad para uso profesional",1935.61,Redes,105
"Impresora Lite","Producto de alta calidad para uso profesional",564.11,Audio,55
"Router Pro","Producto de alta calidad para uso profesional",471.39,Audio,53
